,miRNA,disease
1063,['hsa-mir-520f'],"['Carcinoma, Hepatocellular']"
1064,['hsa-mir-523'],"['Carcinoma, Hepatocellular']"
1065,['hsa-mir-92'],"['Carcinoma, Hepatocellular']"
1066,['hsa-mir-93'],"['Carcinoma, Hepatocellular']"
1067,['hsa-mir-98'],"['Carcinoma, Hepatocellular']"
1068,['hsa-mir-99a'],"['Carcinoma, Hepatocellular']"
1069,['hsa-mir-99b'],"['Carcinoma, Hepatocellular']"
1070,['hsa-let-7a'],['Lung Neoplasms']
1071,['hsa-let-7c'],['Lung Neoplasms']
1072,['hsa-let-7d'],['Lung Neoplasms']
1073,['hsa-let-7g'],['Lung Neoplasms']
1074,['hsa-let-7i'],['Lung Neoplasms']
1075,['hsa-mir-1'],['Lung Neoplasms']
1076,['hsa-mir-100'],['Lung Neoplasms']
1077,['hsa-mir-101'],['Lung Neoplasms']
1078,['hsa-mir-106a'],['Lung Neoplasms']
1079,['hsa-mir-106b'],['Lung Neoplasms']
1080,['hsa-mir-107'],['Lung Neoplasms']
1081,['hsa-mir-10a'],['Lung Neoplasms']
1082,['hsa-mir-10b'],['Lung Neoplasms']
1083,['hsa-mir-125a'],['Lung Neoplasms']
1084,['hsa-mir-126'],['Lung Neoplasms']
1085,['hsa-mir-127'],['Lung Neoplasms']
1086,['hsa-mir-128'],['Lung Neoplasms']
1087,['hsa-mir-130a'],['Lung Neoplasms']
1088,['hsa-mir-130b'],['Lung Neoplasms']
1089,['hsa-mir-132'],['Lung Neoplasms']
1090,['hsa-mir-133a'],['Lung Neoplasms']
1091,['hsa-mir-133b'],['Lung Neoplasms']
1092,['hsa-mir-135a'],['Lung Neoplasms']
1093,['hsa-mir-135b'],['Lung Neoplasms']
1094,['hsa-mir-136'],['Lung Neoplasms']
1095,['hsa-mir-137'],['Lung Neoplasms']
1096,['hsa-mir-139'],['Lung Neoplasms']
1097,['hsa-mir-140'],['Lung Neoplasms']
1098,['hsa-mir-141'],['Lung Neoplasms']
1099,['hsa-mir-143'],['Lung Neoplasms']
1100,['hsa-mir-144'],['Lung Neoplasms']
1101,['hsa-mir-145'],['Lung Neoplasms']
1102,['hsa-mir-146a'],['Lung Neoplasms']
1103,['hsa-mir-148a'],['Lung Neoplasms']
1104,['hsa-mir-148b'],['Lung Neoplasms']
1105,['hsa-mir-149'],['Lung Neoplasms']
1106,['hsa-mir-150'],['Lung Neoplasms']
1107,['hsa-mir-152'],['Lung Neoplasms']
1108,['hsa-mir-153'],['Lung Neoplasms']
1109,['hsa-mir-154'],['Lung Neoplasms']
1110,['hsa-mir-155'],['Lung Neoplasms']
1111,['hsa-mir-15a'],['Lung Neoplasms']
1112,['hsa-mir-15b'],['Lung Neoplasms']
1113,['hsa-mir-16'],['Lung Neoplasms']
1114,['hsa-mir-181a'],['Lung Neoplasms']
1115,['hsa-mir-181b'],['Lung Neoplasms']
1116,['hsa-mir-181c'],['Lung Neoplasms']
1117,['hsa-mir-181d'],['Lung Neoplasms']
1118,['hsa-mir-182'],['Lung Neoplasms']
1119,['hsa-mir-183'],['Lung Neoplasms']
1120,['hsa-mir-185'],['Lung Neoplasms']
1121,['hsa-mir-186'],['Lung Neoplasms']
1122,['hsa-mir-187'],['Lung Neoplasms']
1123,['hsa-mir-189'],['Lung Neoplasms']
1124,['hsa-mir-18a'],['Lung Neoplasms']
1125,['hsa-mir-192'],['Lung Neoplasms']
1126,['hsa-mir-193b'],['Lung Neoplasms']
1127,['hsa-mir-195'],['Lung Neoplasms']
1128,['hsa-mir-196a'],['Lung Neoplasms']
1129,['hsa-mir-196b'],['Lung Neoplasms']
1130,['hsa-mir-197'],['Lung Neoplasms']
1131,['hsa-mir-198'],['Lung Neoplasms']
1132,['hsa-mir-199a'],['Lung Neoplasms']
1133,['hsa-mir-199b'],['Lung Neoplasms']
1134,['hsa-mir-19a'],['Lung Neoplasms']
1135,['hsa-mir-19b'],['Lung Neoplasms']
1136,['hsa-mir-200a'],['Lung Neoplasms']
1137,['hsa-mir-200b'],['Lung Neoplasms']
1138,['hsa-mir-200c'],['Lung Neoplasms']
1139,['hsa-mir-202'],['Lung Neoplasms']
1140,['hsa-mir-203'],['Lung Neoplasms']
1141,['hsa-mir-205'],['Lung Neoplasms']
1142,['hsa-mir-20a'],['Lung Neoplasms']
1143,['hsa-mir-20b'],['Lung Neoplasms']
1144,['hsa-mir-21'],['Lung Neoplasms']
1145,['hsa-mir-210'],['Lung Neoplasms']
1146,['hsa-mir-214'],['Lung Neoplasms']
1147,['hsa-mir-215'],['Lung Neoplasms']
1148,['hsa-mir-218'],['Lung Neoplasms']
1149,['hsa-mir-221'],['Lung Neoplasms']
1150,['hsa-mir-222'],['Lung Neoplasms']
1151,['hsa-mir-224'],['Lung Neoplasms']
1152,['hsa-mir-23a'],['Lung Neoplasms']
1153,['hsa-mir-23b'],['Lung Neoplasms']
1154,['hsa-mir-25'],['Lung Neoplasms']
1155,['hsa-mir-26a'],['Lung Neoplasms']
1156,['hsa-mir-26b'],['Lung Neoplasms']
1157,['hsa-mir-27a'],['Lung Neoplasms']
1158,['hsa-mir-28'],['Lung Neoplasms']
1159,['hsa-mir-296'],['Lung Neoplasms']
1160,['hsa-mir-29a'],['Lung Neoplasms']
1161,['hsa-mir-29b'],['Lung Neoplasms']
1162,['hsa-mir-29c'],['Lung Neoplasms']
1163,['hsa-mir-302b'],['Lung Neoplasms']
1164,['hsa-mir-302c'],['Lung Neoplasms']
1165,['hsa-mir-302d'],['Lung Neoplasms']
1166,['hsa-mir-30b'],['Lung Neoplasms']
1167,['hsa-mir-30d'],['Lung Neoplasms']
1168,['hsa-mir-31'],['Lung Neoplasms']
1169,['hsa-mir-325'],['Lung Neoplasms']
1170,['hsa-mir-328'],['Lung Neoplasms']
1171,['hsa-mir-330'],['Lung Neoplasms']
1172,['hsa-mir-338'],['Lung Neoplasms']
1173,['hsa-mir-339'],['Lung Neoplasms']
1174,['hsa-mir-342'],['Lung Neoplasms']
1175,['hsa-mir-345'],['Lung Neoplasms']
1176,['hsa-mir-346'],['Lung Neoplasms']
1177,['hsa-mir-34a'],['Lung Neoplasms']
1178,['hsa-mir-34b'],['Lung Neoplasms']
1179,['hsa-mir-34c'],['Lung Neoplasms']
1180,['hsa-mir-361'],['Lung Neoplasms']
1181,['hsa-mir-362'],['Lung Neoplasms']
1182,['hsa-mir-363'],['Lung Neoplasms']
1183,['hsa-mir-373'],['Lung Neoplasms']
1184,['hsa-mir-375'],['Lung Neoplasms']
1185,['hsa-mir-381'],['Lung Neoplasms']
1186,['hsa-mir-383'],['Lung Neoplasms']
1187,['hsa-mir-422a'],['Lung Neoplasms']
1188,['hsa-mir-425'],['Lung Neoplasms']
1189,['hsa-mir-429'],['Lung Neoplasms']
1190,['hsa-mir-432'],['Lung Neoplasms']
1191,['hsa-mir-451'],['Lung Neoplasms']
1192,['hsa-mir-483'],['Lung Neoplasms']
1193,['hsa-mir-484'],['Lung Neoplasms']
1194,['hsa-mir-486'],['Lung Neoplasms']
1195,['hsa-mir-488'],['Lung Neoplasms']
1196,['hsa-mir-492'],['Lung Neoplasms']
1197,['hsa-mir-494'],['Lung Neoplasms']
1198,['hsa-mir-498'],['Lung Neoplasms']
1199,['hsa-mir-501'],['Lung Neoplasms']
1200,['hsa-mir-503'],['Lung Neoplasms']
1201,['hsa-mir-505'],['Lung Neoplasms']
1202,['hsa-mir-507'],['Lung Neoplasms']
1203,['hsa-mir-508'],['Lung Neoplasms']
1204,['hsa-mir-518a'],['Lung Neoplasms']
1205,['hsa-mir-518c'],['Lung Neoplasms']
1206,['hsa-mir-519a'],['Lung Neoplasms']
1207,['hsa-mir-519b'],['Lung Neoplasms']
1208,['hsa-mir-519c'],['Lung Neoplasms']
1209,['hsa-mir-519e'],['Lung Neoplasms']
1210,['hsa-mir-520d'],['Lung Neoplasms']
1211,['hsa-mir-520f'],['Lung Neoplasms']
1212,['hsa-mir-524'],['Lung Neoplasms']
1213,['hsa-mir-526b'],['Lung Neoplasms']
1214,['hsa-mir-527'],['Lung Neoplasms']
1215,['hsa-mir-539'],['Lung Neoplasms']
1216,['hsa-mir-92'],['Lung Neoplasms']
1217,['hsa-mir-93'],['Lung Neoplasms']
1218,['hsa-mir-96'],['Lung Neoplasms']
1219,['hsa-mir-98'],['Lung Neoplasms']
1220,['hsa-mir-99a'],['Lung Neoplasms']
1221,['hsa-let-7a'],['Lymphoma']
1222,['hsa-let-7b'],['Lymphoma']
1223,['hsa-let-7c'],['Lymphoma']
1224,['hsa-let-7d'],['Lymphoma']
1225,['hsa-let-7e'],['Lymphoma']
1226,['hsa-let-7f'],['Lymphoma']
1227,['hsa-let-7g'],['Lymphoma']
1228,['hsa-let-7i'],['Lymphoma']
1229,['hsa-mir-1'],['Lymphoma']
1230,['hsa-mir-100'],['Lymphoma']
1231,['hsa-mir-101'],['Lymphoma']
1232,['hsa-mir-105'],['Lymphoma']
1233,['hsa-mir-106a'],['Lymphoma']
1234,['hsa-mir-106b'],['Lymphoma']
1235,['hsa-mir-107'],['Lymphoma']
1236,['hsa-mir-10a'],['Lymphoma']
1237,['hsa-mir-10b'],['Lymphoma']
1238,['hsa-mir-122'],['Lymphoma']
1239,['hsa-mir-124'],['Lymphoma']
1240,['hsa-mir-125a'],['Lymphoma']
1241,['hsa-mir-126'],['Lymphoma']
1242,['hsa-mir-127'],['Lymphoma']
1243,['hsa-mir-128'],['Lymphoma']
1244,['hsa-mir-129'],['Lymphoma']
1245,['hsa-mir-130a'],['Lymphoma']
1246,['hsa-mir-130b'],['Lymphoma']
1247,['hsa-mir-132'],['Lymphoma']
1248,['hsa-mir-133a'],['Lymphoma']
1249,['hsa-mir-133b'],['Lymphoma']
1250,['hsa-mir-134'],['Lymphoma']
1251,['hsa-mir-135b'],['Lymphoma']
1252,['hsa-mir-136'],['Lymphoma']
1253,['hsa-mir-137'],['Lymphoma']
1254,['hsa-mir-138'],['Lymphoma']
1255,['hsa-mir-139'],['Lymphoma']
1256,['hsa-mir-140'],['Lymphoma']
1257,['hsa-mir-141'],['Lymphoma']
1258,['hsa-mir-143'],['Lymphoma']
1259,['hsa-mir-145'],['Lymphoma']
1260,['hsa-mir-146a'],['Lymphoma']
1261,['hsa-mir-148a'],['Lymphoma']
1262,['hsa-mir-148b'],['Lymphoma']
1263,['hsa-mir-149'],['Lymphoma']
1264,['hsa-mir-150'],['Lymphoma']
1265,['hsa-mir-152'],['Lymphoma']
1266,['hsa-mir-154'],['Lymphoma']
1267,['hsa-mir-155'],['Lymphoma']
1268,['hsa-mir-15a'],['Lymphoma']
1269,['hsa-mir-15b'],['Lymphoma']
1270,['hsa-mir-16'],['Lymphoma']
1271,['hsa-mir-17'],['Lymphoma']
1272,['hsa-mir-181a'],['Lymphoma']
1273,['hsa-mir-181b'],['Lymphoma']
1274,['hsa-mir-181c'],['Lymphoma']
1275,['hsa-mir-181d'],['Lymphoma']
1276,['hsa-mir-182'],['Lymphoma']
1277,['hsa-mir-183'],['Lymphoma']
1278,['hsa-mir-184'],['Lymphoma']
1279,['hsa-mir-185'],['Lymphoma']
1280,['hsa-mir-186'],['Lymphoma']
1281,['hsa-mir-187'],['Lymphoma']
1282,['hsa-mir-188'],['Lymphoma']
1283,['hsa-mir-189'],['Lymphoma']
1284,['hsa-mir-18a'],['Lymphoma']
1285,['hsa-mir-18b'],['Lymphoma']
1286,['hsa-mir-191'],['Lymphoma']
1287,['hsa-mir-192'],['Lymphoma']
1288,['hsa-mir-194'],['Lymphoma']
1289,['hsa-mir-195'],['Lymphoma']
1290,['hsa-mir-196a'],['Lymphoma']
1291,['hsa-mir-197'],['Lymphoma']
1292,['hsa-mir-198'],['Lymphoma']
1293,['hsa-mir-199a'],['Lymphoma']
1294,['hsa-mir-199b'],['Lymphoma']
1295,['hsa-mir-19a'],['Lymphoma']
1296,['hsa-mir-19b'],['Lymphoma']
1297,['hsa-mir-200a'],['Lymphoma']
1298,['hsa-mir-200b'],['Lymphoma']
1299,['hsa-mir-200c'],['Lymphoma']
1300,['hsa-mir-203'],['Lymphoma']
1301,['hsa-mir-204'],['Lymphoma']
1302,['hsa-mir-205'],['Lymphoma']
1303,['hsa-mir-206'],['Lymphoma']
1304,['hsa-mir-20a'],['Lymphoma']
1305,['hsa-mir-20b'],['Lymphoma']
1306,['hsa-mir-21'],['Lymphoma']
1307,['hsa-mir-210'],['Lymphoma']
1308,['hsa-mir-211'],['Lymphoma']
1309,['hsa-mir-212'],['Lymphoma']
1310,['hsa-mir-214'],['Lymphoma']
1311,['hsa-mir-215'],['Lymphoma']
1312,['hsa-mir-217'],['Lymphoma']
1313,['hsa-mir-218'],['Lymphoma']
1314,['hsa-mir-219'],['Lymphoma']
1315,['hsa-mir-22'],['Lymphoma']
1316,['hsa-mir-221'],['Lymphoma']
1317,['hsa-mir-222'],['Lymphoma']
1318,['hsa-mir-223'],['Lymphoma']
1319,['hsa-mir-224'],['Lymphoma']
1320,['hsa-mir-23a'],['Lymphoma']
1321,['hsa-mir-23b'],['Lymphoma']
1322,['hsa-mir-24'],['Lymphoma']
1323,['hsa-mir-25'],['Lymphoma']
1324,['hsa-mir-26a'],['Lymphoma']
1325,['hsa-mir-26b'],['Lymphoma']
1326,['hsa-mir-27a'],['Lymphoma']
1327,['hsa-mir-27b'],['Lymphoma']
1328,['hsa-mir-28'],['Lymphoma']
1329,['hsa-mir-296'],['Lymphoma']
1330,['hsa-mir-299'],['Lymphoma']
1331,['hsa-mir-29a'],['Lymphoma']
1332,['hsa-mir-29b'],['Lymphoma']
1333,['hsa-mir-29c'],['Lymphoma']
1334,['hsa-mir-302a'],['Lymphoma']
1335,['hsa-mir-302c'],['Lymphoma']
1336,['hsa-mir-30a'],['Lymphoma']
1337,['hsa-mir-30b'],['Lymphoma']
1338,['hsa-mir-30c'],['Lymphoma']
1339,['hsa-mir-30d'],['Lymphoma']
1340,['hsa-mir-30e'],['Lymphoma']
1341,['hsa-mir-31'],['Lymphoma']
1342,['hsa-mir-32'],['Lymphoma']
1343,['hsa-mir-326'],['Lymphoma']
1344,['hsa-mir-328'],['Lymphoma']
1345,['hsa-mir-330'],['Lymphoma']
1346,['hsa-mir-335'],['Lymphoma']
1347,['hsa-mir-337'],['Lymphoma']
1348,['hsa-mir-338'],['Lymphoma']
1349,['hsa-mir-339'],['Lymphoma']
1350,['hsa-mir-33a'],['Lymphoma']
1351,['hsa-mir-33b'],['Lymphoma']
1352,['hsa-mir-340'],['Lymphoma']
1353,['hsa-mir-342'],['Lymphoma']
1354,['hsa-mir-34a'],['Lymphoma']
1355,['hsa-mir-34b'],['Lymphoma']
1356,['hsa-mir-363'],['Lymphoma']
1357,['hsa-mir-369'],['Lymphoma']
1358,['hsa-mir-373'],['Lymphoma']
1359,['hsa-mir-374b'],['Lymphoma']
1360,['hsa-mir-422a'],['Lymphoma']
1361,['hsa-mir-423'],['Lymphoma']
1362,['hsa-mir-424'],['Lymphoma']
1363,['hsa-mir-425'],['Lymphoma']
1364,['hsa-mir-451'],['Lymphoma']
1365,['hsa-mir-454'],['Lymphoma']
1366,['hsa-mir-484'],['Lymphoma']
1367,['hsa-mir-489'],['Lymphoma']
1368,['hsa-mir-494'],['Lymphoma']
1369,['hsa-mir-497'],['Lymphoma']
1370,['hsa-mir-503'],['Lymphoma']
1371,['hsa-mir-584'],['Lymphoma']
1372,['hsa-mir-624'],['Lymphoma']
1373,['hsa-mir-625'],['Lymphoma']
1374,['hsa-mir-629'],['Lymphoma']
1375,['hsa-mir-638'],['Lymphoma']
1376,['hsa-mir-7'],['Lymphoma']
1377,['hsa-mir-744'],['Lymphoma']
1378,['hsa-mir-765'],['Lymphoma']
1379,['hsa-mir-9'],['Lymphoma']
1380,['hsa-mir-92'],['Lymphoma']
1381,['hsa-mir-92a'],['Lymphoma']
1382,['hsa-mir-92b'],['Lymphoma']
1383,['hsa-mir-93'],['Lymphoma']
1384,['hsa-mir-933'],['Lymphoma']
1385,['hsa-mir-95'],['Lymphoma']
1386,['hsa-mir-96'],['Lymphoma']
1387,['hsa-mir-98'],['Lymphoma']
1388,['hsa-mir-99a'],['Lymphoma']
1389,['hsa-mir-99b'],['Lymphoma']
1390,['hsa-let-7a'],['Medulloblastoma']
1391,['hsa-let-7b'],['Medulloblastoma']
1392,['hsa-let-7d'],['Medulloblastoma']
1393,['hsa-let-7e'],['Medulloblastoma']
1394,['hsa-let-7f'],['Medulloblastoma']
1395,['hsa-let-7g'],['Medulloblastoma']
1396,['hsa-let-7i'],['Medulloblastoma']
1397,['hsa-mir-100'],['Medulloblastoma']
1398,['hsa-mir-106a'],['Medulloblastoma']
1399,['hsa-mir-106b'],['Medulloblastoma']
1400,['hsa-mir-107'],['Medulloblastoma']
1401,['hsa-mir-10b'],['Medulloblastoma']
1402,['hsa-mir-124a'],['Medulloblastoma']
1403,['hsa-mir-125a'],['Medulloblastoma']
1404,['hsa-mir-125b'],['Medulloblastoma']
1405,['hsa-mir-127'],['Medulloblastoma']
1406,['hsa-mir-128'],['Medulloblastoma']
1407,['hsa-mir-129'],['Medulloblastoma']
1408,['hsa-mir-132'],['Medulloblastoma']
1409,['hsa-mir-133b'],['Medulloblastoma']
1410,['hsa-mir-134'],['Medulloblastoma']
1411,['hsa-mir-135a'],['Medulloblastoma']
1412,['hsa-mir-135b'],['Medulloblastoma']
1413,['hsa-mir-137'],['Medulloblastoma']
1414,['hsa-mir-138'],['Medulloblastoma']
1415,['hsa-mir-143'],['Medulloblastoma']
1416,['hsa-mir-145'],['Medulloblastoma']
1417,['hsa-mir-148a'],['Medulloblastoma']
1418,['hsa-mir-149'],['Medulloblastoma']
1419,['hsa-mir-150'],['Medulloblastoma']
1420,['hsa-mir-153'],['Medulloblastoma']
1421,['hsa-mir-154'],['Medulloblastoma']
1422,['hsa-mir-155'],['Medulloblastoma']
1423,['hsa-mir-17'],['Medulloblastoma']
1424,['hsa-mir-181b'],['Medulloblastoma']
1425,['hsa-mir-181c'],['Medulloblastoma']
1426,['hsa-mir-187'],['Medulloblastoma']
1427,['hsa-mir-18a'],['Medulloblastoma']
1428,['hsa-mir-191'],['Medulloblastoma']
1429,['hsa-mir-192'],['Medulloblastoma']
1430,['hsa-mir-194'],['Medulloblastoma']
1431,['hsa-mir-199b'],['Medulloblastoma']
1432,['hsa-mir-19a'],['Medulloblastoma']
1433,['hsa-mir-203'],['Medulloblastoma']
1434,['hsa-mir-20a'],['Medulloblastoma']
1435,['hsa-mir-21'],['Medulloblastoma']
1436,['hsa-mir-212'],['Medulloblastoma']
1437,['hsa-mir-219'],['Medulloblastoma']
1438,['hsa-mir-22'],['Medulloblastoma']
1439,['hsa-mir-221'],['Medulloblastoma']
1440,['hsa-mir-25'],['Medulloblastoma']
1441,['hsa-mir-26a'],['Medulloblastoma']
1442,['hsa-mir-26b'],['Medulloblastoma']
1443,['hsa-mir-29a'],['Medulloblastoma']
1444,['hsa-mir-29b'],['Medulloblastoma']
1445,['hsa-mir-29c'],['Medulloblastoma']
1446,['hsa-mir-30b'],['Medulloblastoma']
1447,['hsa-mir-30c'],['Medulloblastoma']
1448,['hsa-mir-31'],['Medulloblastoma']
1449,['hsa-mir-324'],['Medulloblastoma']
1450,['hsa-mir-326'],['Medulloblastoma']
1451,['hsa-mir-328'],['Medulloblastoma']
1452,['hsa-mir-330'],['Medulloblastoma']
1453,['hsa-mir-331'],['Medulloblastoma']
1454,['hsa-mir-345'],['Medulloblastoma']
1455,['hsa-mir-346'],['Medulloblastoma']
1456,['hsa-mir-361'],['Medulloblastoma']
1457,['hsa-mir-370'],['Medulloblastoma']
1458,['hsa-mir-372'],['Medulloblastoma']
1459,['hsa-mir-381'],['Medulloblastoma']
1460,['hsa-mir-382'],['Medulloblastoma']
1461,['hsa-mir-383'],['Medulloblastoma']
1462,['hsa-mir-425'],['Medulloblastoma']
1463,['hsa-mir-7'],['Medulloblastoma']
1464,['hsa-mir-9'],['Medulloblastoma']
1465,['hsa-mir-98'],['Medulloblastoma']
1466,['hsa-mir-200a'],['Meningioma']
1467,['hsa-mir-373'],['Meningioma']
1468,['hsa-mir-575'],['Meningioma']
1469,['hsa-let-7b'],['Meningioma']
1470,['hsa-let-7d'],['Meningioma']
1471,['hsa-let-7g'],['Meningioma']
1472,['hsa-let-7i'],['Meningioma']
1473,['hsa-mir-100'],['Meningioma']
1474,['hsa-mir-106a'],['Meningioma']
1475,['hsa-mir-106b'],['Meningioma']
1476,['hsa-mir-125a'],['Meningioma']
1477,['hsa-mir-125b'],['Meningioma']
1478,['hsa-mir-181a'],['Meningioma']
1479,['hsa-mir-19b'],['Meningioma']
1480,['hsa-mir-23b'],['Meningioma']
1481,['hsa-mir-26a'],['Meningioma']
1482,['hsa-mir-29a'],['Meningioma']
1483,['hsa-mir-335'],['Meningioma']
1484,['hsa-mir-370'],['Meningioma']
1485,['hsa-mir-654'],['Meningioma']
1486,['hsa-mir-98'],['Meningioma']
1487,['hsa-mir-10a'],['Multiple Myeloma']
1488,['hsa-mir-125a'],['Multiple Myeloma']
1489,['hsa-mir-130a'],['Multiple Myeloma']
1490,['hsa-mir-133b'],['Multiple Myeloma']
1491,['hsa-mir-135b'],['Multiple Myeloma']
1492,['hsa-mir-151'],['Multiple Myeloma']
1493,['hsa-mir-155'],['Multiple Myeloma']
1494,['hsa-mir-15a'],['Multiple Myeloma']
1495,['hsa-mir-182'],['Multiple Myeloma']
1496,['hsa-mir-193a'],['Multiple Myeloma']
1497,['hsa-mir-196a'],['Multiple Myeloma']
1498,['hsa-mir-196b'],['Multiple Myeloma']
1499,['hsa-mir-203'],['Multiple Myeloma']
1500,['hsa-mir-214'],['Multiple Myeloma']
1501,['hsa-mir-218'],['Multiple Myeloma']
1502,['hsa-mir-224'],['Multiple Myeloma']
1503,['hsa-mir-362'],['Multiple Myeloma']
1504,['hsa-mir-375'],['Multiple Myeloma']
1505,['hsa-mir-379'],['Multiple Myeloma']
1506,['hsa-mir-451'],['Multiple Myeloma']
1507,['hsa-mir-486'],['Multiple Myeloma']
1508,['hsa-mir-501'],['Multiple Myeloma']
1509,['hsa-mir-629'],['Multiple Myeloma']
1510,['hsa-mir-650'],['Multiple Myeloma']
1511,['hsa-mir-95'],['Multiple Myeloma']
1512,['hsa-let-7a'],['Prostate Neoplasms']
1513,['hsa-let-7b'],['Prostate Neoplasms']
1514,['hsa-let-7c'],['Prostate Neoplasms']
1515,['hsa-let-7d'],['Prostate Neoplasms']
1516,['hsa-let-7e'],['Prostate Neoplasms']
1517,['hsa-let-7f'],['Prostate Neoplasms']
1518,['hsa-let-7g'],['Prostate Neoplasms']
1519,['hsa-let-7i'],['Prostate Neoplasms']
1520,['hsa-mir-1'],['Prostate Neoplasms']
1521,['hsa-mir-100'],['Prostate Neoplasms']
1522,['hsa-mir-101'],['Prostate Neoplasms']
1523,['hsa-mir-105'],['Prostate Neoplasms']
1524,['hsa-mir-106a'],['Prostate Neoplasms']
1525,['hsa-mir-106b'],['Prostate Neoplasms']
1526,['hsa-mir-10a'],['Prostate Neoplasms']
1527,['hsa-mir-10b'],['Prostate Neoplasms']
1528,['hsa-mir-124'],['Prostate Neoplasms']
1529,['hsa-mir-125a'],['Prostate Neoplasms']
1530,['hsa-mir-125b'],['Prostate Neoplasms']
1531,['hsa-mir-126'],['Prostate Neoplasms']
1532,['hsa-mir-127'],['Prostate Neoplasms']
1533,['hsa-mir-128'],['Prostate Neoplasms']
1534,['hsa-mir-129'],['Prostate Neoplasms']
1535,['hsa-mir-130a'],['Prostate Neoplasms']
1536,['hsa-mir-130b'],['Prostate Neoplasms']
1537,['hsa-mir-132'],['Prostate Neoplasms']
1538,['hsa-mir-133a'],['Prostate Neoplasms']
1539,['hsa-mir-133b'],['Prostate Neoplasms']
1540,['hsa-mir-135b'],['Prostate Neoplasms']
1541,['hsa-mir-136'],['Prostate Neoplasms']
1542,['hsa-mir-137'],['Prostate Neoplasms']
1543,['hsa-mir-138'],['Prostate Neoplasms']
1544,['hsa-mir-140'],['Prostate Neoplasms']
1545,['hsa-mir-143'],['Prostate Neoplasms']
1546,['hsa-mir-144'],['Prostate Neoplasms']
1547,['hsa-mir-145'],['Prostate Neoplasms']
1548,['hsa-mir-149'],['Prostate Neoplasms']
1549,['hsa-mir-150'],['Prostate Neoplasms']
1550,['hsa-mir-152'],['Prostate Neoplasms']
1551,['hsa-mir-153'],['Prostate Neoplasms']
1552,['hsa-mir-154'],['Prostate Neoplasms']
1553,['hsa-mir-155'],['Prostate Neoplasms']
1554,['hsa-mir-15a'],['Prostate Neoplasms']
1555,['hsa-mir-15b'],['Prostate Neoplasms']
1556,['hsa-mir-16'],['Prostate Neoplasms']
1557,['hsa-mir-181a'],['Prostate Neoplasms']
1558,['hsa-mir-181b'],['Prostate Neoplasms']
1559,['hsa-mir-182'],['Prostate Neoplasms']
1560,['hsa-mir-183'],['Prostate Neoplasms']
1561,['hsa-mir-184'],['Prostate Neoplasms']
1562,['hsa-mir-186'],['Prostate Neoplasms']
1563,['hsa-mir-187'],['Prostate Neoplasms']
1564,['hsa-mir-189'],['Prostate Neoplasms']
1565,['hsa-mir-192'],['Prostate Neoplasms']
1566,['hsa-mir-194'],['Prostate Neoplasms']
1567,['hsa-mir-195'],['Prostate Neoplasms']
1568,['hsa-mir-196a'],['Prostate Neoplasms']
1569,['hsa-mir-197'],['Prostate Neoplasms']
1570,['hsa-mir-198'],['Prostate Neoplasms']
1571,['hsa-mir-199a'],['Prostate Neoplasms']
1572,['hsa-mir-199b'],['Prostate Neoplasms']
1573,['hsa-mir-19a'],['Prostate Neoplasms']
1574,['hsa-mir-19b'],['Prostate Neoplasms']
1575,['hsa-mir-200a'],['Prostate Neoplasms']
1576,['hsa-mir-200c'],['Prostate Neoplasms']
1577,['hsa-mir-204'],['Prostate Neoplasms']
1578,['hsa-mir-205'],['Prostate Neoplasms']
1579,['hsa-mir-206'],['Prostate Neoplasms']
1580,['hsa-mir-21'],['Prostate Neoplasms']
1581,['hsa-mir-211'],['Prostate Neoplasms']
1582,['hsa-mir-214'],['Prostate Neoplasms']
1583,['hsa-mir-215'],['Prostate Neoplasms']
1584,['hsa-mir-218'],['Prostate Neoplasms']
1585,['hsa-mir-219'],['Prostate Neoplasms']
1586,['hsa-mir-22'],['Prostate Neoplasms']
1587,['hsa-mir-221'],['Prostate Neoplasms']
1588,['hsa-mir-222'],['Prostate Neoplasms']
1589,['hsa-mir-223'],['Prostate Neoplasms']
1590,['hsa-mir-224'],['Prostate Neoplasms']
1591,['hsa-mir-23a'],['Prostate Neoplasms']
1592,['hsa-mir-23b'],['Prostate Neoplasms']
1593,['hsa-mir-24'],['Prostate Neoplasms']
1594,['hsa-mir-25'],['Prostate Neoplasms']
1595,['hsa-mir-26a'],['Prostate Neoplasms']
1596,['hsa-mir-26b'],['Prostate Neoplasms']
1597,['hsa-mir-27a'],['Prostate Neoplasms']
1598,['hsa-mir-27b'],['Prostate Neoplasms']
1599,['hsa-mir-28'],['Prostate Neoplasms']
1600,['hsa-mir-296'],['Prostate Neoplasms']
1601,['hsa-mir-29a'],['Prostate Neoplasms']
1602,['hsa-mir-29b'],['Prostate Neoplasms']
1603,['hsa-mir-29c'],['Prostate Neoplasms']
1604,['hsa-mir-302a'],['Prostate Neoplasms']
1605,['hsa-mir-302b'],['Prostate Neoplasms']
1606,['hsa-mir-302c'],['Prostate Neoplasms']
1607,['hsa-mir-302d'],['Prostate Neoplasms']
1608,['hsa-mir-30b'],['Prostate Neoplasms']
1609,['hsa-mir-30c'],['Prostate Neoplasms']
1610,['hsa-mir-30d'],['Prostate Neoplasms']
1611,['hsa-mir-31'],['Prostate Neoplasms']
1612,['hsa-mir-32'],['Prostate Neoplasms']
